,ItemCode,#sales,stage,DailySales
80,399220,136,validation,"[1, 1, 4, 4, 4, 4, 1, 2, 4, 4, 2, 0, 4, 3, 1, 4, 3, 3, 5, 2, 4, 3, 2, 1, 3, 2, 2, 2, 2, 6, 9, 3, 1, 3, 1, 3, 5, 3, 1, 2, 6, 4, 2, 0, 4, 1, 1, 3, 1, 2, 2, 3, 1, 3, 1, 5, 8, 6, 4, 3, 6, 7, 6, 5, 4, 4, 5, 6, 4, 1, 5, 4, 6, 6, 5, 4, 6, 11, 13, 13, 11, 7, 10, 24, 21, 12, 6, 5, 11, 46, 12, 8, 1, 13, 4, 4, 1, 2, 1, 1, 3, 3, 2, 3, 6, 4, 4, 3, 1, 2, 5, 4, 2, 2, 1, 0, 5, 3, 0, 3, 2, 3, 5, 4, 4, 7, 3, 3, 4, 5, 6, 2, 6, 11, 3, 4]"
81,416212,134,validation,"[3, 2, 0, 1, 1, 2, 0, 0, 0, 1, 0, 0, 0, 0, 2, 0, 0, 1, 3, 1, 1, 1, 3, 1, 2, 1, 0, 3, 1, 0, 0, 1, 1, 0, 2, 2, 0, 0, 1, 1, 1, 0, 1, 0, 1, 2, 1, 2, 2, 2, 0, 3, 1, 2, 0, 1, 0, 2, 1, 0, 2, 1, 4, 0, 5, 1, 4, 0, 1, 2, 2, 0, 1, 0, 0, 1, 0, 0, 1, 3, 0, 1, 0, 0, 0, 0, 4, 0, 0, 0, 1, 0, 4, 0, 0, 1, 1, 2, 2, 1, 2, 0, 0, 2, 2, 1, 0, 3, 1, 2, 1, 2, 0, 0, 4, 1, 0, 1, 1, 2, 3, 0, 4, 0, 5, 0, 1, 2, 5, 0, 2, 1, 2, 6]"
82,687616,136,test,"[5, 6, 4, 0, 4, 1, 2, 2, 1, 5, 1, 1, 4, 3, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 4, 0, 2, 1, 1, 1, 2, 2, 2, 1, 5, 1, 7, 1, 3, 3, 2, 3, 2, 3, 1, 2, 7, 1, 1, 7, 2, 1, 7, 2, 3, 1, 4, 1, 5, 1, 11, 0, 2, 7, 4, 6, 4, 0, 2, 1, 1, 7, 1, 2, 0, 3, 4, 3, 0, 2, 3, 9, 1, 5, 2, 3, 2, 0, 2, 1, 1, 3, 1, 0, 1, 0, 3, 4, 1, 0, 0, 3, 3, 2, 2, 4, 2, 4, 0, 1, 5, 2, 4, 0, 3, 2, 0, 3]"
83,731104,125,test,"[4, 2, 1, 6, 10, 3, 2, 4, 0, 0, 3, 0, 0, 9, 1, 0, 1, 0, 4, 0, 0, 2, 3, 0, 1, 1, 1, 0, 6, 0, 3, 2, 4, 3, 12, 1, 1, 0, 0, 1, 1, 0, 0, 0, 8, 0, 17, 3, 2, 0, 7, 0, 1, 3, 3, 0, 0, 0, 0, 1, 1, 2, 4, 2, 10, 7, 1, 1, 0, 0, 2, 1, 4, 5, 2, 5, 0, 2, 6, 3, 1, 2, 3, 6, 1, 6, 0, 2, 1, 7, 5, 3, 0, 10, 9, 8, 2, 1, 1, 0, 2, 7, 0, 0, 0, 0, 0, 3, 6, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 12]"
84,745945,136,validation,"[1, 2, 2, 1, 4, 1, 2, 2, 3, 2, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 1, 4, 0, 1, 1, 15, 16, 8, 2, 9, 4, 18, 3, 2, 1, 12, 5, 6, 4, 8, 8, 4, 2, 3, 4, 8, 0, 5, 3, 2, 1, 10, 6, 0, 0, 2, 1, 2, 0, 0, 2, 3, 1, 0, 1, 1, 1, 1, 0, 2, 3, 1, 0, 3, 2, 0, 0, 4, 2, 0, 3, 5, 6, 1, 3, 0, 2, 5, 1, 4, 3, 2, 2, 1, 2, 2, 1, 2, 3, 0, 4, 3, 2, 4, 0, 1, 3, 2, 4, 2, 1, 2, 2, 1, 1, 2, 0, 3, 1, 1, 1, 2, 2, 0, 1, 0, 1, 0, 1, 4, 2, 2, 6]"
85,753613,135,test,"[1, 4, 12, 0, 12, 1, 0, 0, 7, 7, 1, 0, 0, 1, 2, 0, 0, 2, 1, 6, 0, 2, 1, 6, 0, 4, 6, 3, 0, 0, 8, 1, 4, 21, 0, 0, 6, 8, 13, 1, 1, 9, 2, 0, 5, 0, 0, 1, 2, 2, 0, 6, 11, 0, 6, 7, 0, 6, 5, 4, 6, 5, 7, 3, 2, 0, 5, 0, 0, 0, 0, 0, 0, 3, 4, 14, 1, 2, 1, 1, 1, 0, 6, 4, 0, 5, 8, 0, 4, 10, 11, 0, 3, 6, 11, 8, 14, 4, 0, 0, 0, 16, 20, 23, 0, 0, 0, 0, 44, 33, 4, 0, 0, 40, 7, 0, 23, 9, 0, 9, 56, 0, 3, 7, 10, 2, 8, 6, 22, 19, 68, 0, 0, 0, 20]"
86,755584,136,validation,"[5, 3, 1, 1, 2, 6, 2, 17, 1, 2, 2, 0, 1, 2, 2, 1, 5, 0, 2, 1, 3, 3, 0, 4, 5, 5, 16, 3, 25, 12, 12, 4, 6, 3, 5, 5, 4, 0, 3, 2, 1, 3, 4, 8, 9, 6, 7, 9, 2, 30, 6, 13, 2, 2, 7, 4, 15, 3, 2, 14, 5, 6, 2, 11, 5, 8, 1, 4, 4, 3, 1, 5, 2, 0, 0, 5, 2, 7, 3, 3, 9, 9, 4, 3, 1, 0, 2, 2, 3, 10, 1, 0, 10, 0, 5, 2, 13, 10, 5, 8, 10, 3, 11, 9, 4, 28, 5, 6, 33, 24, 15, 8, 7, 5, 3, 27, 4, 5, 8, 4, 9, 5, 16, 14, 7, 9, 5, 5, 1, 2, 11, 21, 5, 10, 3, 2]"
87,815101,136,test,"[1, 5, 9, 8, 1, 7, 4, 4, 1, 1, 1, 4, 2, 2, 3, 4, 5, 3, 2, 2, 3, 4, 13, 4, 3, 5, 5, 4, 4, 6, 4, 1, 2, 3, 0, 7, 4, 1, 4, 5, 1, 4, 3, 4, 1, 0, 1, 5, 1, 8, 3, 3, 8, 3, 3, 3, 5, 7, 11, 2, 3, 0, 6, 11, 1, 2, 1, 1, 3, 1, 18, 13, 7, 4, 7, 11, 3, 3, 10, 1, 3, 6, 3, 4, 9, 2, 5, 2, 4, 0, 7, 5, 4, 3, 5, 0, 2, 3, 4, 6, 2, 5, 3, 3, 1, 2, 2, 5, 3, 5, 2, 6, 3, 4, 7, 3, 4, 3, 1, 9, 2, 9, 2, 2, 2, 5, 2, 2, 1, 3, 2, 2, 0, 7, 4, 3]"
88,836125,136,validation,"[6, 4, 1, 6, 4, 9, 11, 1, 2, 9, 1, 4, 1, 2, 1, 4, 6, 1, 6, 0, 4, 4, 2, 6, 1, 5, 3, 9, 2, 7, 2, 11, 5, 3, 10, 6, 1, 6, 3, 6, 3, 7, 14, 10, 5, 14, 5, 13, 7, 6, 5, 9, 1, 3, 6, 6, 2, 10, 4, 2, 5, 6, 5, 6, 3, 12, 4, 7, 5, 2, 2, 6, 8, 2, 5, 4, 3, 2, 8, 5, 6, 7, 3, 6, 3, 3, 4, 4, 7, 1, 6, 6, 3, 5, 3, 4, 4, 5, 1, 3, 3, 7, 7, 5, 3, 6, 2, 1, 8, 1, 2, 10, 0, 0, 3, 6, 8, 5, 6, 10, 20, 19, 24, 18, 30, 16, 10, 5, 10, 5, 5, 8, 5, 2, 6, 2]"
89,836152,136,validation,"[5, 2, 2, 5, 3, 2, 2, 1, 3, 6, 0, 0, 1, 1, 4, 4, 0, 3, 0, 1, 0, 4, 2, 2, 1, 3, 0, 3, 4, 4, 3, 1, 2, 2, 0, 7, 2, 2, 2, 0, 2, 3, 4, 3, 2, 1, 6, 0, 5, 3, 0, 3, 1, 0, 3, 0, 3, 3, 2, 4, 5, 2, 2, 10, 9, 12, 8, 8, 6, 5, 1, 5, 4, 2, 2, 7, 1, 0, 3, 2, 0, 4, 1, 3, 0, 1, 2, 4, 5, 1, 2, 6, 1, 1, 2, 3, 3, 1, 3, 5, 3, 2, 2, 4, 7, 8, 2, 7, 1, 6, 3, 5, 4, 1, 0, 0, 3, 0, 1, 3, 2, 1, 1, 2, 2, 1, 0, 3, 2, 0, 2, 3, 1, 2, 1, 12]"
90,836584,127,train-only,"[13, 36, 34, 2, 12, 12, 11, 12, 2, 19, 6, 26, 18, 12, 27, 19, 35, 11, 10, 14, 11, 16, 11, 15, 35, 3, 28, 18, 3, 21, 16, 19, 13, 23, 55, 15, 17, 21, 14, 31, 4, 25, 22, 6, 21, 11, 28, 13, 16, 7, 11, 37, 23, 80, 48, 41, 38, 6, 60, 5, 22, 51, 33, 16, 15, 20, 22, 14, 12, 14, 8, 30, 12, 3, 15, 65, 8, 28, 18, 13, 1, 14, 22, 24, 16, 12, 12, 9, 30, 7, 12, 30, 18, 23, 15, 35, 38, 10, 19, 80, 74, 24, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 24, 45, 27, 19, 26, 46, 104, 35, 31]"
91,837943,136,test,"[7, 20, 13, 20, 11, 13, 5, 5, 19, 12, 3, 17, 8, 6, 4, 7, 5, 5, 12, 8, 13, 15, 15, 12, 16, 9, 31, 6, 9, 15, 16, 14, 13, 5, 9, 20, 8, 20, 12, 10, 11, 16, 13, 6, 11, 21, 13, 7, 9, 17, 21, 19, 7, 7, 13, 27, 18, 14, 16, 9, 10, 20, 16, 7, 16, 16, 6, 7, 21, 12, 24, 11, 15, 5, 4, 7, 27, 10, 16, 15, 14, 17, 14, 12, 9, 13, 10, 4, 18, 9, 14, 21, 15, 7, 13, 8, 2, 5, 9, 10, 16, 13, 6, 4, 4, 11, 9, 8, 20, 18, 10, 37, 10, 6, 11, 14, 16, 8, 13, 16, 12, 9, 9, 13, 18, 24, 13, 8, 10, 8, 7, 10, 21, 8, 15, 9]"
92,838456,136,test,"[1, 2, 2, 5, 1, 1, 1, 0, 1, 2, 1, 2, 1, 4, 2, 1, 2, 0, 2, 3, 1, 0, 1, 1, 1, 1, 1, 2, 3, 6, 2, 5, 2, 1, 0, 2, 0, 1, 2, 2, 1, 1, 2, 4, 1, 1, 2, 6, 3, 2, 0, 4, 2, 0, 0, 2, 5, 2, 6, 4, 0, 3, 5, 5, 3, 1, 0, 3, 2, 3, 1, 3, 6, 0, 2, 5, 2, 2, 2, 5, 2, 7, 3, 4, 4, 2, 2, 4, 2, 1, 1, 6, 8, 3, 4, 2, 0, 2, 3, 2, 6, 2, 1, 9, 3, 6, 0, 2, 1, 2, 2, 4, 6, 0, 2, 1, 0, 3, 4, 2, 1, 2, 1, 1, 1, 4, 4, 1, 2, 1, 1, 2, 3, 2, 2, 2]"
93,839356,136,validation,"[1, 1, 4, 0, 1, 0, 3, 17, 0, 0, 2, 17, 0, 6, 4, 0, 1, 34, 3, 0, 6, 9, 1, 0, 2, 8, 9, 3, 53, 14, 0, 5, 4, 0, 0, 5, 1, 3, 0, 52, 1, 0, 1, 1, 2, 3, 2, 8, 4, 0, 15, 6, 5, 5, 4, 2, 7, 5, 0, 0, 4, 3, 0, 2, 2, 2, 25, 0, 0, 3, 2, 1, 15, 1, 5, 2, 7, 11, 5, 2, 7, 2, 8, 0, 6, 3, 6, 1, 4, 1, 8, 5, 1, 5, 11, 4, 10, 11, 13, 13, 6, 2, 9, 3, 10, 3, 2, 6, 10, 8, 116, 6, 1, 3, 4, 1, 0, 0, 86, 1, 1, 5, 3, 9, 13, 2, 5, 6, 35, 11, 10, 20, 13, 12, 9, 17]"
94,839374,136,test,"[6, 11, 13, 2, 0, 6, 2, 0, 3, 0, 3, 5, 4, 4, 4, 0, 5, 4, 2, 1, 3, 1, 0, 2, 7, 4, 4, 3, 16, 12, 32, 1, 8, 9, 16, 1, 0, 3, 0, 0, 2, 8, 2, 3, 4, 0, 2, 5, 0, 0, 5, 2, 8, 0, 1, 5, 17, 5, 1, 3, 15, 2, 1, 1, 4, 2, 9, 1, 0, 0, 0, 5, 5, 1, 4, 6, 2, 23, 4, 10, 5, 5, 1, 4, 3, 7, 2, 11, 10, 6, 6, 10, 0, 14, 55, 8, 6, 9, 13, 1, 15, 6, 18, 10, 11, 0, 0, 10, 1, 8, 39, 0, 0, 0, 0, 0, 0, 0, 0, 28, 3, 4, 5, 9, 4, 4, 0, 5, 20, 15, 2, 8, 9, 10, 6, 13]"
95,858886,136,test,"[1, 1, 3, 0, 1, 2, 1, 2, 4, 0, 0, 1, 1, 4, 0, 10, 0, 1, 0, 1, 2, 0, 1, 2, 1, 0, 0, 5, 4, 4, 0, 2, 0, 0, 2, 1, 2, 2, 0, 1, 0, 0, 0, 2, 1, 0, 0, 0, 2, 0, 0, 6, 0, 1, 4, 0, 0, 2, 1, 2, 1, 4, 1, 0, 8, 3, 0, 0, 0, 2, 1, 0, 0, 1, 2, 1, 1, 1, 5, 0, 1, 2, 1, 1, 3, 1, 2, 0, 0, 4, 1, 0, 0, 0, 4, 3, 4, 0, 3, 1, 0, 2, 2, 1, 0, 2, 2, 1, 2, 4, 2, 3, 1, 2, 4, 0, 0, 0, 0, 0, 0, 6, 0, 1, 3, 0, 0, 4, 1, 2, 0, 0, 2, 1, 0, 4]"
96,865933,136,validation,"[6, 6, 12, 0, 9, 0, 2, 0, 21, 8, 1, 7, 10, 8, 4, 3, 3, 1, 6, 5, 6, 3, 8, 2, 12, 11, 11, 0, 4, 11, 12, 9, 9, 2, 2, 7, 0, 0, 1, 1, 5, 0, 1, 5, 1, 2, 0, 0, 1, 0, 0, 2, 0, 0, 2, 0, 3, 7, 1, 2, 2, 12, 1, 0, 6, 2, 3, 3, 2, 3, 6, 5, 3, 0, 5, 2, 2, 4, 9, 6, 5, 0, 0, 1, 8, 2, 0, 0, 5, 0, 0, 4, 2, 0, 0, 1, 0, 0, 1, 5, 3, 4, 7, 6, 3, 1, 3, 0, 4, 0, 0, 3, 0, 2, 2, 2, 0, 6, 1, 1, 2, 1, 1, 7, 5, 4, 6, 0, 0, 5, 3, 0, 2, 4, 4, 3]"
97,872260,136,test,"[3, 0, 1, 5, 0, 4, 0, 4, 0, 4, 6, 0, 0, 4, 1, 0, 0, 3, 3, 5, 3, 0, 7, 1, 3, 0, 1, 2, 4, 1, 4, 2, 2, 0, 1, 5, 1, 0, 2, 1, 2, 2, 2, 1, 0, 1, 0, 2, 0, 2, 0, 2, 2, 0, 6, 0, 5, 2, 0, 1, 0, 0, 0, 0, 2, 1, 2, 3, 4, 3, 4, 0, 1, 1, 2, 2, 4, 0, 4, 1, 0, 2, 5, 0, 2, 0, 2, 4, 2, 5, 4, 4, 2, 0, 1, 10, 4, 7, 6, 4, 19, 3, 6, 8, 6, 3, 5, 5, 3, 4, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 6, 5, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12]"
98,877624,136,validation,"[1, 2, 4, 8, 1, 12, 7, 3, 11, 5, 1, 4, 2, 1, 1, 3, 4, 0, 3, 0, 8, 3, 0, 6, 1, 8, 7, 6, 7, 2, 2, 8, 3, 0, 3, 9, 2, 6, 4, 1, 3, 5, 3, 4, 1, 5, 4, 1, 4, 1, 1, 5, 1, 2, 3, 3, 7, 5, 4, 6, 3, 0, 4, 2, 5, 12, 5, 6, 5, 4, 8, 7, 4, 2, 2, 2, 2, 3, 0, 1, 8, 7, 6, 7, 0, 3, 3, 1, 3, 52, 2, 5, 2, 4, 2, 2, 2, 4, 6, 7, 7, 5, 3, 0, 6, 1, 5, 5, 6, 3, 0, 7, 4, 3, 2, 6, 3, 6, 5, 2, 4, 4, 1, 4, 8, 9, 2, 1, 5, 0, 4, 0, 10, 3, 2, 3]"
99,893824,125,test,"[2, 14, 2, 6, 0, 0, 2, 0, 2, 8, 0, 9, 2, 42, 4, 3, 20, 17, 9, 6, 22, 3, 24, 2, 0, 4, 14, 1, 12, 20, 0, 10, 17, 6, 6, 6, 0, 4, 16, 6, 0, 21, 0, 0, 18, 2, 7, 0, 0, 11, 5, 20, 6, 0, 8, 1, 2, 12, 2, 10, 11, 1, 11, 0, 8, 0, 0, 2, 0, 0, 2, 0, 0, 22, 0, 0, 4, 4, 0, 0, 4, 1, 10, 0, 18, 4, 19, 2, 2, 2, 10, 11, 6, 0, 19, 8, 1, 4, 0, 0, 9, 6, 10, 0, 22, 1, 2, 14, 6, 6, 12, 0, 0, 0, 2, 6, 10, 6, 10, 0, 6, 6, 0, 4, 1]"
100,903976,136,test,"[8, 19, 14, 4, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 3, 1, 5, 0, 1, 9, 9, 3, 0, 4, 2, 1, 6, 0, 0, 4, 3, 2, 12, 1, 2, 0, 3, 1, 1, 7, 2, 5, 5, 3, 2, 4, 0, 0, 2, 6, 5, 5, 7, 10, 3, 0, 8, 5, 6, 1, 2, 4, 2, 0, 1, 4, 6, 0, 3, 1, 6, 8, 2, 1, 0, 2, 3, 0, 0, 0, 3, 2, 3, 2, 5, 2, 2, 3, 4, 3, 0, 1, 2, 1, 6, 5, 0, 6, 3, 3, 3, 2, 6, 11, 4, 3, 2, 3, 5, 2, 1, 4, 3, 3, 2, 4, 4, 3, 3, 9, 1, 2, 11, 9, 0, 13, 0, 2, 3, 4]"
101,906586,136,validation,"[1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 2, 2, 0, 0, 1, 1, 0, 0, 1, 1, 2, 3, 1, 0, 0, 1, 1, 2, 4, 0, 2, 0, 1, 3, 2, 2, 2, 1, 2, 1, 1, 0, 4, 1, 1, 1, 1, 1, 1, 0, 1, 2, 1, 4, 1, 3, 1, 1, 1, 1, 0, 2, 3, 2, 2, 2, 0, 3, 0, 1, 1, 0, 1, 3, 4, 3, 0, 1, 3, 0, 2, 1, 0, 0, 3, 2, 2, 1, 0, 2, 3, 2, 3, 2, 1, 1, 0, 1, 2, 2, 0, 2, 0, 1, 2, 1, 4, 0, 1, 3, 2, 3, 0, 0, 3, 2, 1, 1, 3, 1, 3, 3, 4, 1, 1, 3, 1, 0, 0, 2, 0, 0, 3, 0, 0, 1]"
102,906595,135,test,"[2, 0, 0, 0, 0, 0, 0, 2, 3, 1, 4, 1, 2, 1, 2, 0, 1, 1, 0, 3, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 2, 1, 1, 1, 1, 2, 1, 1, 1, 3, 2, 0, 2, 2, 1, 2, 1, 1, 2, 1, 1, 1, 2, 1, 0, 1, 1, 1, 1, 1, 4, 1, 1, 2, 0, 1, 0, 2, 4, 4, 1, 0, 0, 1, 1, 1, 3, 3, 4, 5, 0, 1, 0, 0, 3, 4, 4, 2, 2, 0, 0, 2, 2, 1, 2, 0, 1, 1, 1, 3, 1, 0, 2, 0, 1, 0, 1, 3, 1, 1, 1, 1, 3, 2, 0, 4, 2, 2, 2, 2, 2, 3, 3, 0, 2, 0, 0, 2, 1, 1, 1]"
103,913561,134,validation,"[1, 2, 2, 3, 1, 1, 0, 2, 2, 2, 1, 2, 0, 1, 2, 0, 0, 1, 1, 0, 3, 0, 1, 0, 0, 4, 0, 1, 4, 3, 3, 3, 1, 1, 1, 1, 0, 8, 2, 3, 0, 0, 1, 1, 0, 2, 2, 0, 0, 3, 3, 0, 0, 1, 2, 2, 2, 0, 1, 1, 0, 2, 3, 1, 2, 5, 2, 0, 3, 1, 2, 2, 3, 2, 1, 3, 1, 1, 0, 0, 0, 2, 1, 1, 0, 1, 1, 0, 2, 0, 1, 1, 2, 0, 0, 0, 1, 0, 0, 1, 0, 2, 0, 2, 1, 4, 1, 0, 2, 0, 0, 1, 4, 1, 0, 1, 0, 0, 2, 0, 0, 2, 2, 0, 0, 1, 1, 1, 3, 2, 1, 4, 2, 3]"
104,999403,135,test,"[1, 1, 1, 0, 0, 0, 2, 2, 0, 0, 2, 0, 0, 1, 1, 1, 0, 0, 1, 0, 1, 0, 1, 3, 2, 1, 2, 1, 1, 1, 1, 1, 2, 4, 2, 0, 4, 2, 2, 5, 4, 1, 1, 0, 4, 1, 1, 2, 0, 0, 0, 0, 0, 1, 0, 1, 2, 6, 0, 1, 2, 1, 2, 0, 0, 1, 1, 1, 1, 0, 0, 2, 2, 1, 3, 1, 1, 6, 4, 7, 0, 1, 1, 0, 2, 3, 0, 4, 3, 2, 19, 3, 2, 4, 1, 4, 4, 6, 7, 8, 0, 4, 0, 4, 4, 0, 1, 5, 2, 8, 8, 5, 3, 5, 3, 2, 8, 8, 10, 4, 3, 2, 4, 3, 2, 3, 1, 1, 3, 1, 4, 2, 3, 2, 1]"
105,1003147,131,validation,"[13, 5, 7, 6, 3, 23, 16, 6, 0, 0, 13, 11, 1, 3, 6, 5, 4, 22, 9, 0, 2, 108, 6, 4, 4, 3, 7, 8, 7, 4, 14, 20, 18, 1, 1, 11, 6, 0, 2, 19, 6, 7, 4, 9, 13, 1, 11, 8, 15, 6, 4, 34, 13, 6, 2, 12, 24, 6, 16, 17, 0, 0, 0, 0, 0, 0, 0, 0, 2, 11, 6, 12, 8, 17, 12, 5, 3, 10, 2, 0, 15, 4, 13, 6, 21, 13, 0, 20, 8, 6, 10, 16, 3, 1, 10, 12, 8, 12, 36, 10, 27, 13, 101, 13, 31, 22, 19, 13, 3, 22, 0, 0, 0, 0, 0, 0, 0, 9, 49, 9, 4, 51, 38, 41, 8, 14, 11, 45, 44, 18, 18]"
106,1003156,135,validation,"[4, 3, 17, 9, 3, 15, 29, 4, 4, 1, 5, 5, 6, 7, 5, 6, 5, 4, 19, 2, 6, 3, 3, 7, 6, 14, 10, 7, 12, 6, 8, 17, 5, 2, 4, 0, 7, 21, 23, 3, 4, 17, 10, 6, 26, 4, 14, 4, 2, 2, 5, 3, 6, 25, 4, 5, 1, 5, 21, 7, 11, 3, 8, 6, 5, 15, 8, 6, 7, 8, 15, 7, 5, 17, 16, 8, 4, 6, 29, 9, 30, 17, 9, 12, 28, 20, 26, 10, 25, 18, 25, 30, 8, 32, 25, 4, 3, 13, 15, 5, 62, 26, 5, 8, 15, 30, 15, 13, 19, 34, 21, 0, 25, 74, 9, 0, 0, 14, 10, 23, 48, 71, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 23, 37]"
107,1003183,135,test,"[4, 2, 2, 1, 11, 1, 0, 0, 3, 3, 2, 3, 4, 3, 3, 2, 4, 5, 0, 4, 1, 1, 4, 1, 0, 0, 0, 8, 0, 2, 0, 1, 1, 0, 0, 2, 0, 1, 0, 4, 0, 3, 5, 2, 0, 4, 2, 0, 0, 0, 0, 4, 0, 1, 15, 4, 3, 3, 2, 3, 0, 0, 0, 1, 0, 2, 0, 1, 5, 4, 1, 2, 1, 1, 0, 4, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 2, 2, 2, 1, 10, 3, 0, 9, 0, 2, 1, 5, 0, 6, 2, 0, 1, 5, 0, 0, 3, 12, 1, 2, 3, 5, 6, 2, 12, 6, 2, 7, 5, 14, 4, 5, 2, 0, 1, 6, 2, 3, 2, 14, 4, 7, 1, 7, 2]"
