,ItemCode,WoYY,DailySales
1090,130993,2021-42,13
1091,130993,2021-43,7
1092,130993,2021-44,43
1093,130993,2021-45,37
1094,130993,2021-46,41
1095,130993,2021-47,7
1096,130993,2021-48,7
1097,130993,2021-49,12
1098,130993,2021-50,5
1099,130993,2021-51,15
1100,130993,2021-52,25
1101,130993,2022-1,8
1102,130993,2022-2,29
1103,130993,2022-3,25
1104,130993,2022-4,12
1105,130993,2022-5,6
1106,130993,2022-52,4
1107,130993,2022-6,45
1108,131983,2021-39,18
1109,131983,2021-40,44
1110,131983,2021-41,40
1111,131983,2021-42,33
1112,131983,2021-43,20
1113,131983,2021-44,30
1114,131983,2021-45,31
1115,131983,2021-46,55
1116,131983,2021-47,32
1117,131983,2021-48,30
1118,131983,2021-49,39
1119,131983,2021-50,33
1120,131983,2021-51,45
1121,131983,2021-52,33
1122,131983,2022-1,37
1123,131983,2022-2,24
1124,131983,2022-3,29
1125,131983,2022-4,39
1126,131983,2022-5,31
1127,131983,2022-52,8
1128,131983,2022-6,37
1129,132028,2021-39,97
1130,132028,2021-40,133
1131,132028,2021-41,132
1132,132028,2021-42,109
1133,132028,2021-43,154
1134,132028,2021-44,211
1135,132028,2021-45,193
1136,132028,2021-46,108
1137,132028,2021-47,225
1138,132028,2021-48,219
1139,132028,2021-49,127
1140,132028,2021-50,113
1141,132028,2021-51,140
1142,132028,2021-52,69
1143,132028,2022-1,143
1144,132028,2022-2,147
1145,132028,2022-3,198
1146,132028,2022-4,227
1147,132028,2022-5,117
1148,132028,2022-52,17
1149,132028,2022-6,142
1150,132334,2021-39,11
1151,132334,2021-40,14
1152,132334,2021-41,20
1153,132334,2021-42,11
1154,132334,2021-43,7
1155,132334,2021-44,12
1156,132334,2021-45,20
1157,132334,2021-46,19
1158,132334,2021-47,42
1159,132334,2021-48,44
1160,132334,2021-49,34
1161,132334,2021-50,31
1162,132334,2021-51,25
1163,132334,2021-52,21
1164,132334,2022-1,29
1165,132334,2022-2,22
1166,132334,2022-3,23
1167,132334,2022-4,16
1168,132334,2022-5,15
1169,132334,2022-52,16
1170,132334,2022-6,13
1171,138742,2021-39,9
1172,138742,2021-40,36
1173,138742,2021-41,21
1174,138742,2021-42,13
1175,138742,2021-43,30
1176,138742,2021-44,24
1177,138742,2021-45,20
1178,138742,2021-46,25
1179,138742,2021-47,22
1180,138742,2021-48,34
1181,138742,2021-49,24
1182,138742,2021-50,34
1183,138742,2021-51,27
1184,138742,2021-52,13
1185,138742,2022-1,21
1186,138742,2022-2,14
1187,138742,2022-3,42
1188,138742,2022-4,22
1189,138742,2022-5,18
1190,138742,2022-52,2
1191,138742,2022-6,20
1192,142756,2021-39,10
1193,142756,2021-40,43
1194,142756,2021-41,31
1195,142756,2021-42,45
1196,142756,2021-43,33
1197,142756,2021-44,35
1198,142756,2021-45,28
1199,142756,2021-46,28
1200,142756,2021-47,38
1201,142756,2021-48,26
1202,142756,2021-49,19
1203,142756,2021-50,47
1204,142756,2021-51,47
1205,142756,2021-52,28
1206,142756,2022-1,34
1207,142756,2022-2,62
1208,142756,2022-3,63
1209,142756,2022-4,48
1210,142756,2022-5,28
1211,142756,2022-52,5
1212,142756,2022-6,83
1213,145330,2021-39,7
1214,145330,2021-40,11
1215,145330,2021-41,20
1216,145330,2021-42,6
1217,145330,2021-43,9
1218,145330,2021-44,3
1219,145330,2021-45,8
1220,145330,2021-46,10
1221,145330,2021-47,9
1222,145330,2021-48,21
1223,145330,2021-49,15
1224,145330,2021-50,20
1225,145330,2021-51,24
1226,145330,2021-52,9
1227,145330,2022-1,17
1228,145330,2022-2,9
1229,145330,2022-3,14
1230,145330,2022-4,16
1231,145330,2022-5,10
1232,145330,2022-52,6
1233,145330,2022-6,11
1234,145978,2021-39,20
1235,145978,2021-40,35
1236,145978,2021-41,32
1237,145978,2021-42,34
1238,145978,2021-43,31
1239,145978,2021-44,27
1240,145978,2021-45,23
1241,145978,2021-46,30
1242,145978,2021-47,44
1243,145978,2021-48,49
1244,145978,2021-49,31
1245,145978,2021-50,56
1246,145978,2021-51,46
1247,145978,2021-52,25
1248,145978,2022-1,49
1249,145978,2022-2,32
1250,145978,2022-3,41
1251,145978,2022-4,51
1252,145978,2022-5,33
1253,145978,2022-52,13
1254,145978,2022-6,32
1255,169504,2021-39,311
1256,169504,2021-40,780
1257,169504,2021-41,511
1258,169504,2021-42,808
1259,169504,2021-43,685
1260,169504,2021-44,664
1261,169504,2021-45,686
1262,169504,2021-46,720
1263,169504,2021-47,676
1264,169504,2021-48,604
1265,169504,2021-49,697
1266,169504,2021-50,737
1267,169504,2021-51,534
1268,169504,2021-52,541
1269,169504,2022-1,635
1270,169504,2022-2,507
1271,169504,2022-3,515
1272,169504,2022-4,689
1273,169504,2022-5,271
1274,169504,2022-52,121
1275,169504,2022-6,371
1276,172033,2021-39,18
1277,172033,2021-40,44
1278,172033,2021-41,20
1279,172033,2021-42,22
1280,172033,2021-43,47
1281,172033,2021-44,178
1282,172033,2021-45,177
1283,172033,2021-46,99
1284,172033,2021-47,77
1285,172033,2021-48,12
1286,172033,2021-49,15
1287,172033,2021-50,23
1288,172033,2021-51,13
1289,172033,2021-52,8
1290,172033,2022-1,19
1291,172033,2022-2,7
1292,172033,2022-3,9
1293,172033,2022-4,11
1294,172033,2022-5,16
1295,172033,2022-52,2
1296,172033,2022-6,5
1297,172582,2021-39,13
1298,172582,2021-40,18
1299,172582,2021-41,17
1300,172582,2021-42,12
1301,172582,2021-43,26
1302,172582,2021-44,16
1303,172582,2021-45,9
1304,172582,2021-46,13
1305,172582,2021-47,25
1306,172582,2021-48,28
1307,172582,2021-49,39
1308,172582,2021-50,17
1309,172582,2021-51,16
1310,172582,2021-52,17
1311,172582,2022-1,24
1312,172582,2022-2,23
1313,172582,2022-3,16
1314,172582,2022-4,21
1315,172582,2022-5,14
1316,172582,2022-52,1
1317,172582,2022-6,16
1318,173617,2021-39,7
1319,173617,2021-40,21
1320,173617,2021-41,24
1321,173617,2021-42,18
1322,173617,2021-43,26
1323,173617,2021-44,16
1324,173617,2021-45,0
1325,173617,2021-46,6
1326,173617,2021-47,12
1327,173617,2021-48,18
1328,173617,2021-49,14
1329,173617,2021-50,90
1330,173617,2021-51,23
1331,173617,2021-52,35
1332,173617,2022-1,44
1333,173617,2022-2,29
1334,173617,2022-3,12
1335,173617,2022-4,22
1336,173617,2022-5,17
1337,173617,2022-52,6
1338,173617,2022-6,18
1339,174436,2021-39,35
1340,174436,2021-40,64
1341,174436,2021-41,60
1342,174436,2021-42,69
1343,174436,2021-43,85
1344,174436,2021-44,62
1345,174436,2021-45,73
1346,174436,2021-46,47
1347,174436,2021-47,90
1348,174436,2021-48,63
1349,174436,2021-49,45
1350,174436,2021-50,51
1351,174436,2021-51,41
1352,174436,2021-52,28
1353,174436,2022-1,41
1354,174436,2022-2,45
1355,174436,2022-3,45
1356,174436,2022-4,62
1357,174436,2022-5,61
1358,174436,2022-52,9
1359,174436,2022-6,47
1360,210868,2021-40,11
1361,210868,2021-41,9
1362,210868,2021-42,0
1363,210868,2021-43,6
1364,210868,2021-44,8
1365,210868,2021-45,5
1366,210868,2021-46,5
1367,210868,2021-47,6
1368,210868,2021-48,14
1369,210868,2021-49,5
1370,210868,2021-50,7
1371,210868,2021-51,10
1372,210868,2021-52,5
1373,210868,2022-1,8
1374,210868,2022-2,16
1375,210868,2022-3,12
1376,210868,2022-4,11
1377,210868,2022-5,14
1378,210868,2022-52,1
1379,210868,2022-6,4
1380,211309,2021-39,11
1381,211309,2021-40,12
1382,211309,2021-41,24
1383,211309,2021-42,10
1384,211309,2021-43,10
1385,211309,2021-44,10
1386,211309,2021-45,13
1387,211309,2021-46,25
1388,211309,2021-47,9
1389,211309,2021-48,12
1390,211309,2021-49,12
1391,211309,2021-50,19
1392,211309,2021-51,11
1393,211309,2021-52,3
1394,211309,2022-1,7
1395,211309,2022-2,3
1396,211309,2022-3,18
1397,211309,2022-4,21
1398,211309,2022-5,30
1399,211309,2022-52,4
1400,211309,2022-6,14
1401,213802,2021-39,5
1402,213802,2021-40,11
1403,213802,2021-41,14
1404,213802,2021-42,11
1405,213802,2021-43,8
1406,213802,2021-44,6
1407,213802,2021-45,6
1408,213802,2021-46,3
1409,213802,2021-47,7
1410,213802,2021-48,15
1411,213802,2021-49,11
1412,213802,2021-50,9
1413,213802,2021-51,9
1414,213802,2021-52,3
1415,213802,2022-1,8
1416,213802,2022-2,9
1417,213802,2022-3,7
1418,213802,2022-4,9
1419,213802,2022-5,17
1420,213802,2022-52,1
1421,213802,2022-6,7
1422,216151,2021-39,8
1423,216151,2021-40,12
1424,216151,2021-41,20
1425,216151,2021-42,18
1426,216151,2021-43,12
1427,216151,2021-44,9
1428,216151,2021-45,30
1429,216151,2021-46,19
1430,216151,2021-47,15
1431,216151,2021-48,14
1432,216151,2021-49,19
1433,216151,2021-50,14
1434,216151,2021-51,17
1435,216151,2021-52,10
1436,216151,2022-1,17
1437,216151,2022-2,23
1438,216151,2022-3,18
1439,216151,2022-4,20
1440,216151,2022-5,14
1441,216151,2022-52,6
1442,216151,2022-6,13
1443,225259,2021-39,8
1444,225259,2021-40,17
1445,225259,2021-41,11
1446,225259,2021-42,15
1447,225259,2021-43,11
1448,225259,2021-44,5
1449,225259,2021-45,9
1450,225259,2021-46,10
1451,225259,2021-47,10
1452,225259,2021-48,18
1453,225259,2021-49,15
1454,225259,2021-50,14
1455,225259,2021-51,14
1456,225259,2021-52,8
1457,225259,2022-1,0
1458,225259,2022-2,20
1459,225259,2022-3,14
1460,225259,2022-4,5
1461,225259,2022-5,23
1462,225259,2022-52,1
1463,225259,2022-6,14
1464,245581,2021-39,24
1465,245581,2021-40,66
1466,245581,2021-41,89
1467,245581,2021-42,59
1468,245581,2021-43,111
1469,245581,2021-44,56
1470,245581,2021-45,88
1471,245581,2021-46,54
1472,245581,2021-47,76
1473,245581,2021-48,74
1474,245581,2021-49,104
1475,245581,2021-50,76
1476,245581,2021-51,93
1477,245581,2021-52,71
1478,245581,2022-1,80
1479,245581,2022-2,136
1480,245581,2022-3,118
1481,245581,2022-4,188
1482,245581,2022-5,143
1483,245581,2022-52,25
1484,245581,2022-6,153
1485,248272,2021-39,14
1486,248272,2021-40,17
1487,248272,2021-41,0
1488,248272,2021-42,0
1489,248272,2021-43,0
1490,248272,2021-44,30
1491,248272,2021-45,24
1492,248272,2021-46,29
1493,248272,2021-47,24
1494,248272,2021-48,16
1495,248272,2021-49,13
1496,248272,2021-50,16
1497,248272,2021-51,24
1498,248272,2021-52,21
1499,248272,2022-1,20
1500,248272,2022-2,26
1501,248272,2022-3,9
1502,248272,2022-4,28
1503,248272,2022-5,19
1504,248272,2022-52,4
1505,248272,2022-6,19
1506,262384,2021-39,3
1507,262384,2021-40,9
1508,262384,2021-41,7
1509,262384,2021-42,13
1510,262384,2021-43,14
1511,262384,2021-44,19
1512,262384,2021-45,7
1513,262384,2021-46,15
1514,262384,2021-47,17
1515,262384,2021-48,17
1516,262384,2021-49,16
1517,262384,2021-50,19
1518,262384,2021-51,18
1519,262384,2021-52,13
1520,262384,2022-1,11
1521,262384,2022-2,20
1522,262384,2022-3,14
1523,262384,2022-4,13
1524,262384,2022-5,17
1525,262384,2022-52,8
1526,262384,2022-6,16
1527,267478,2021-39,11
1528,267478,2021-40,44
1529,267478,2021-41,23
1530,267478,2021-42,9
1531,267478,2021-43,4
1532,267478,2021-44,12
1533,267478,2021-45,5
1534,267478,2021-46,5
1535,267478,2021-47,13
1536,267478,2021-48,12
1537,267478,2021-49,0
1538,267478,2021-50,0
1539,267478,2021-51,5
1540,267478,2021-52,8
1541,267478,2022-1,6
1542,267478,2022-2,9
1543,267478,2022-3,4
1544,267478,2022-4,6
1545,267478,2022-5,13
1546,267478,2022-52,2
1547,267478,2022-6,11
1548,267496,2021-44,7
1549,267496,2021-45,15
1550,267496,2021-46,2
1551,267496,2021-47,11
1552,267496,2021-48,11
1553,267496,2021-49,15
1554,267496,2021-50,10
1555,267496,2021-51,9
1556,267496,2021-52,7
1557,267496,2022-1,10
1558,267496,2022-2,10
1559,267496,2022-3,10
1560,267496,2022-4,11
1561,267496,2022-5,15
1562,267496,2022-52,1
1563,267496,2022-6,5
1564,370195,2021-39,20
1565,370195,2021-40,35
1566,370195,2021-41,26
1567,370195,2021-42,48
1568,370195,2021-43,41
1569,370195,2021-44,44
1570,370195,2021-45,63
1571,370195,2021-46,20
1572,370195,2021-47,48
1573,370195,2021-48,56
1574,370195,2021-49,90
1575,370195,2021-50,47
1576,370195,2021-51,96
1577,370195,2021-52,59
1578,370195,2022-1,57
1579,370195,2022-2,34
1580,370195,2022-3,29
1581,370195,2022-4,37
1582,370195,2022-5,56
1583,370195,2022-52,8
1584,370195,2022-6,52
1585,371104,2021-39,4
1586,371104,2021-40,6
1587,371104,2021-41,6
1588,371104,2021-42,12
1589,371104,2021-43,11
1590,371104,2021-44,4
1591,371104,2021-45,6
1592,371104,2021-46,11
1593,371104,2021-47,5
1594,371104,2021-48,24
1595,371104,2021-49,9
1596,371104,2021-50,23
1597,371104,2021-51,7
1598,371104,2021-52,2
1599,371104,2022-1,10
1600,371104,2022-2,16
1601,371104,2022-3,8
1602,371104,2022-4,7
1603,371104,2022-5,6
1604,371104,2022-52,2
1605,371104,2022-6,21
1606,371239,2021-39,11
1607,371239,2021-40,10
1608,371239,2021-41,8
1609,371239,2021-42,6
1610,371239,2021-43,19
1611,371239,2021-44,9
1612,371239,2021-45,6
1613,371239,2021-46,13
1614,371239,2021-47,3
1615,371239,2021-48,21
1616,371239,2021-49,17
1617,371239,2021-50,13
1618,371239,2021-51,27
1619,371239,2021-52,21
1620,371239,2022-1,16
1621,371239,2022-2,16
1622,371239,2022-3,9
1623,371239,2022-4,14
1624,371239,2022-5,16
1625,371239,2022-52,51
1626,371239,2022-6,9
1627,379249,2021-39,7
1628,379249,2021-40,26
1629,379249,2021-41,35
1630,379249,2021-42,30
1631,379249,2021-43,35
1632,379249,2021-44,35
1633,379249,2021-45,29
1634,379249,2021-46,43
1635,379249,2021-47,38
1636,379249,2021-48,53
1637,379249,2021-49,49
1638,379249,2021-50,54
1639,379249,2021-51,106
1640,379249,2021-52,114
1641,379249,2022-1,48
1642,379249,2022-2,45
1643,379249,2022-3,73
1644,379249,2022-4,126
1645,379249,2022-5,84
1646,379249,2022-52,43
1647,379249,2022-6,12
1648,397213,2021-39,10
1649,397213,2021-40,6
1650,397213,2021-41,26
1651,397213,2021-42,1
1652,397213,2021-43,9
1653,397213,2021-44,49
1654,397213,2021-45,18
1655,397213,2021-46,9
1656,397213,2021-47,7
1657,397213,2021-48,12
1658,397213,2021-49,3
1659,397213,2021-50,19
1660,397213,2021-51,11
1661,397213,2021-52,13
1662,397213,2022-1,23
1663,397213,2022-2,27
1664,397213,2022-3,24
1665,397213,2022-4,27
1666,397213,2022-5,20
1667,397213,2022-52,13
1668,397213,2022-6,22
1669,399220,2021-39,6
1670,399220,2021-40,23
1671,399220,2021-41,17
1672,399220,2021-42,20
1673,399220,2021-43,26
1674,399220,2021-44,19
1675,399220,2021-45,19
1676,399220,2021-46,13
1677,399220,2021-47,28
1678,399220,2021-48,35
1679,399220,2021-49,31
1680,399220,2021-50,58
1681,399220,2021-51,91
1682,399220,2021-52,82
1683,399220,2022-1,16
1684,399220,2022-2,25
1685,399220,2022-3,17
1686,399220,2022-4,16
1687,399220,2022-5,30
1688,399220,2022-52,14
1689,399220,2022-6,37
1690,416212,2021-39,5
1691,416212,2021-40,4
1692,416212,2021-41,3
1693,416212,2021-42,10
1694,416212,2021-43,8
1695,416212,2021-44,6
1696,416212,2021-45,4
1697,416212,2021-46,10
1698,416212,2021-47,9
1699,416212,2021-48,13
1700,416212,2021-49,10
1701,416212,2021-50,3
1702,416212,2021-51,4
1703,416212,2021-52,5
1704,416212,2022-1,7
1705,416212,2022-2,7
1706,416212,2022-3,9
1707,416212,2022-4,12
1708,416212,2022-5,12
1709,416212,2022-52,4
1710,416212,2022-6,16
1711,687616,2021-39,15
1712,687616,2021-40,15
1713,687616,2021-41,10
1714,687616,2021-42,0
1715,687616,2021-43,0
1716,687616,2021-44,0
1717,687616,2021-45,7
1718,687616,2021-46,10
1719,687616,2021-47,22
1720,687616,2021-48,19
1721,687616,2021-49,23
1722,687616,2021-50,23
1723,687616,2021-51,25
1724,687616,2021-52,12
1725,687616,2022-1,22
1726,687616,2022-2,15
1727,687616,2022-3,9
1728,687616,2022-4,13
1729,687616,2022-5,18
1730,687616,2022-52,3
1731,687616,2022-6,14
1732,731104,2021-39,7
1733,731104,2021-40,25
1734,731104,2021-41,14
1735,731104,2021-42,9
1736,731104,2021-43,12
1737,731104,2021-44,23
1738,731104,2021-45,10
1739,731104,2021-46,29
1740,731104,2021-47,7
1741,731104,2021-48,27
1742,731104,2021-49,9
1743,731104,2021-50,23
1744,731104,2021-51,19
1745,731104,2021-52,18
1746,731104,2022-1,23
1747,731104,2022-2,10
1748,731104,2022-3,10
1749,731104,2022-4,0
1750,731104,2022-5,24
1751,731104,2022-52,10
1752,745945,2021-39,5
1753,745945,2021-40,15
1754,745945,2021-41,2
1755,745945,2021-42,2
1756,745945,2021-43,45
1757,745945,2021-44,39
1758,745945,2021-45,47
1759,745945,2021-46,25
1760,745945,2021-47,21
1761,745945,2021-48,9
1762,745945,2021-49,6
1763,745945,2021-50,9
1764,745945,2021-51,21
1765,745945,2021-52,11
1766,745945,2022-1,12
1767,745945,2022-2,16
1768,745945,2022-3,15
1769,745945,2022-4,10
1770,745945,2022-5,7
1771,745945,2022-52,7
1772,745945,2022-6,16
1773,753613,2021-39,5
1774,753613,2021-40,32
1775,753613,2021-41,11
1776,753613,2021-42,12
1777,753613,2021-43,19
1778,753613,2021-44,40
1779,753613,2021-45,34
1780,753613,2021-46,10
1781,753613,2021-47,36
1782,753613,2021-48,32
1783,753613,2021-49,5
1784,753613,2021-50,25
1785,753613,2021-51,17
1786,753613,2021-52,33
1787,753613,2022-1,43
1788,753613,2022-2,59
1789,753613,2022-3,121
1790,753613,2022-4,104
1791,753613,2022-5,36
1792,753613,2022-52,3
1793,753613,2022-6,129
1794,755584,2021-39,9
1795,755584,2021-40,31
1796,755584,2021-41,13
1797,755584,2021-42,13
1798,755584,2021-43,78
1799,755584,2021-44,27
1800,755584,2021-45,30
1801,755584,2021-46,73
1802,755584,2021-47,35
1803,755584,2021-48,51
1804,755584,2021-49,20
1805,755584,2021-50,20
1806,755584,2021-51,28
1807,755584,2021-52,16
1808,755584,2022-1,53
1809,755584,2022-2,66
1810,755584,2022-3,95
1811,755584,2022-4,62
1812,755584,2022-5,57
1813,755584,2022-52,10
1814,755584,2022-6,54
1815,815101,2021-39,15
1816,815101,2021-40,26
1817,815101,2021-41,21
1818,815101,2021-42,31
1819,815101,2021-43,31
1820,815101,2021-44,18
1821,815101,2021-45,22
1822,815101,2021-46,21
1823,815101,2021-47,40
1824,815101,2021-48,25
1825,815101,2021-49,44
1826,815101,2021-50,39
1827,815101,2021-51,32
1828,815101,2021-52,18
1829,815101,2022-1,22
1830,815101,2022-2,21
1831,815101,2022-3,30
1832,815101,2022-4,31
1833,815101,2022-5,16
1834,815101,2022-52,7
1835,815101,2022-6,21
1836,836125,2021-39,11
1837,836125,2021-40,42
1838,836125,2021-41,19
1839,836125,2021-42,23
1840,836125,2021-43,29
1841,836125,2021-44,42
1842,836125,2021-45,48
1843,836125,2021-46,59
1844,836125,2021-47,32
1845,836125,2021-48,39
1846,836125,2021-49,34
1847,836125,2021-50,29
1848,836125,2021-51,32
1849,836125,2021-52,24
1850,836125,2022-1,23
1851,836125,2022-2,31
1852,836125,2022-3,24
1853,836125,2022-4,74
1854,836125,2022-5,113
1855,836125,2022-52,8
1856,836125,2022-6,33
1857,836152,2021-39,9
1858,836152,2021-40,22
1859,836152,2021-41,10
1860,836152,2021-42,12
1861,836152,2021-43,18
1862,836152,2021-44,16
1863,836152,2021-45,16
1864,836152,2021-46,18
1865,836152,2021-47,12
1866,836152,2021-48,44
1867,836152,2021-49,37
1868,836152,2021-50,17
1869,836152,2021-51,11
1870,836152,2021-52,18
1871,836152,2022-1,20
1872,836152,2022-2,32
1873,836152,2022-3,20
1874,836152,2022-4,10
1875,836152,2022-5,11
1876,836152,2022-52,2
1877,836152,2022-6,21
1878,836584,2021-39,83
1879,836584,2021-40,70
1880,836584,2021-41,143
1881,836584,2021-42,88
1882,836584,2021-43,124
1883,836584,2021-44,163
1884,836584,2021-45,123
1885,836584,2021-46,123
1886,836584,2021-47,296
1887,836584,2021-48,162
1888,836584,2021-49,112
1889,836584,2021-50,150
1890,836584,2021-51,101
1891,836584,2021-52,88
1892,836584,2022-1,271
1893,836584,2022-2,38
1894,836584,2022-3,0
1895,836584,2022-4,118
1896,836584,2022-5,242
1897,836584,2022-52,41
1898,837943,2021-39,40
1899,837943,2021-40,85
1900,837943,2021-41,50
1901,837943,2021-42,80
1902,837943,2021-43,102
1903,837943,2021-44,89
1904,837943,2021-45,79
1905,837943,2021-46,107
1906,837943,2021-47,102
1907,837943,2021-48,94
1908,837943,2021-49,96
1909,837943,2021-50,84
1910,837943,2021-51,89
1911,837943,2021-52,66
1912,837943,2022-1,63
1913,837943,2022-2,55
1914,837943,2022-3,112
1915,837943,2022-4,88
1916,837943,2022-5,95
1917,837943,2022-52,22
1918,837943,2022-6,78
1919,838456,2021-39,5
1920,838456,2021-40,11
1921,838456,2021-41,13
1922,838456,2021-42,8
1923,838456,2021-43,16
1924,838456,2021-44,11
1925,838456,2021-45,13
1926,838456,2021-46,18
1927,838456,2021-47,17
1928,838456,2021-48,21
1929,838456,2021-49,18
1930,838456,2021-50,18
1931,838456,2021-51,24
1932,838456,2021-52,14
1933,838456,2022-1,19
1934,838456,2022-2,23
1935,838456,2022-3,17
1936,838456,2022-4,13
1937,838456,2022-5,14
1938,838456,2022-52,11
1939,838456,2022-6,13
1940,839356,2021-39,6
1941,839356,2021-40,21
1942,839356,2021-41,30
1943,839356,2021-42,53
1944,839356,2021-43,89
1945,839356,2021-44,18
1946,839356,2021-45,57
1947,839356,2021-46,38
1948,839356,2021-47,28
1949,839356,2021-48,13
1950,839356,2021-49,46
1951,839356,2021-50,33
1952,839356,2021-51,32
1953,839356,2021-52,19
1954,839356,2022-1,68
1955,839356,2022-2,35
1956,839356,2022-3,148
1957,839356,2022-4,94
1958,839356,2022-5,73
1959,839356,2022-52,6
1960,839356,2022-6,92
1961,839374,2021-39,30
1962,839374,2021-40,13
1963,839374,2021-41,25
1964,839374,2021-42,13
1965,839374,2021-43,78
1966,839374,2021-44,38
1967,839374,2021-45,19
1968,839374,2021-46,14
1969,839374,2021-47,37
1970,839374,2021-48,28
1971,839374,2021-49,20
1972,839374,2021-50,50
1973,839374,2021-51,27
1974,839374,2021-52,43
1975,839374,2022-1,107
1976,839374,2022-2,55
1977,839374,2022-3,48
1978,839374,2022-4,35
1979,839374,2022-5,47
1980,839374,2022-52,14
1981,839374,2022-6,63
1982,858886,2021-39,5
1983,858886,2021-40,10
1984,858886,2021-41,16
1985,858886,2021-42,7
1986,858886,2021-43,14
1987,858886,2021-44,9
1988,858886,2021-45,4
1989,858886,2021-46,8
1990,858886,2021-47,8
1991,858886,2021-48,19
1992,858886,2021-49,3
1993,858886,2021-50,11
1994,858886,2021-51,11
1995,858886,2021-52,5
1996,858886,2022-1,15
1997,858886,2022-2,10
1998,858886,2022-3,18
1999,858886,2022-4,6
2000,858886,2022-5,9
2001,858886,2022-52,0
2002,858886,2022-6,9
2003,865933,2021-39,24
2004,865933,2021-40,40
2005,865933,2021-41,36
2006,865933,2021-42,31
2007,865933,2021-43,61
2008,865933,2021-44,29
2009,865933,2021-45,14
2010,865933,2021-46,5
2011,865933,2021-47,13
2012,865933,2021-48,25
2013,865933,2021-49,25
2014,865933,2021-50,28
2015,865933,2021-51,16
2016,865933,2021-52,9
2017,865933,2022-1,10
2018,865933,2022-2,24
2019,865933,2022-3,11
2020,865933,2022-4,13
2021,865933,2022-5,23
2022,865933,2022-52,2
2023,865933,2022-6,21
2024,872260,2021-39,4
2025,872260,2021-40,17
2026,872260,2021-41,11
2027,872260,2021-42,22
2028,872260,2021-43,15
2029,872260,2021-44,11
2030,872260,2021-45,10
2031,872260,2021-46,7
2032,872260,2021-47,15
2033,872260,2021-48,4
2034,872260,2021-49,17
2035,872260,2021-50,14
2036,872260,2021-51,11
2037,872260,2021-52,19
2038,872260,2022-1,51
2039,872260,2022-2,36
2040,872260,2022-3,10
2041,872260,2022-4,11
2042,872260,2022-5,4
2043,872260,2022-52,2
2044,872260,2022-6,12
2045,877624,2021-39,7
2046,877624,2021-40,47
2047,877624,2021-41,16
2048,877624,2021-42,20
2049,877624,2021-43,33
2050,877624,2021-44,31
2051,877624,2021-45,21
2052,877624,2021-46,21
2053,877624,2021-47,25
2054,877624,2021-48,32
2055,877624,2021-49,39
2056,877624,2021-50,12
2057,877624,2021-51,34
2058,877624,2021-52,63
2059,877624,2022-1,30
2060,877624,2022-2,25
2061,877624,2022-3,25
2062,877624,2022-4,30
2063,877624,2022-5,30
2064,877624,2022-52,6
2065,877624,2022-6,22
2066,893824,2021-41,24
2067,893824,2021-42,23
2068,893824,2021-43,101
2069,893824,2021-44,69
2070,893824,2021-45,66
2071,893824,2021-46,38
2072,893824,2021-47,48
2073,893824,2021-48,50
2074,893824,2021-49,39
2075,893824,2021-50,21
2076,893824,2021-51,24
2077,893824,2021-52,12
2078,893824,2022-1,47
2079,893824,2022-2,55
2080,893824,2022-3,29
2081,893824,2022-4,63
2082,893824,2022-5,24
2083,893824,2022-52,11
2084,893824,2022-6,27
2085,903976,2021-39,41
2086,903976,2021-40,7
2087,903976,2021-41,0
2088,903976,2021-42,11
